Id;Created-At;Text
1,59E+18;29/10/2022;@TMCPoldaMetro pamtesam di titik situ aspalnya sering ambles sendiri, trnyata ada pipa aer wkwk
1,59E+18;29/10/2022;"09.11: RT @TMCPoldaMetro : Polri Sat Lantas Jakut pengamanan & pengaturan di Objek Wisata Taman Impian Jaya Ancol Jakut, untuk PGU Ancol Barat terpantau lancar.
#ElshintaWeekend 
https://t.co/rF1qxivAng"
1,59E+18;29/10/2022;"09.08 Polri Sat Lantas Jakut pengamanan & pengaturan di Objek Wisata Taman Impian Jaya Ancol Jakut, untuk PGU Ancol Barat terpantau lancar.
@TMCPoldaMetro https://t.co/c7wuJu9N5f"
1,59E+18;29/10/2022;09.08 Polri Sat Lantas Jakut pengamanan & pengaturan di Objek Wisata Taman Impian Jaya Ancol Jakut, untuk PGU Ancol Barat terpantau lancar. https://t.co/1JMxmmCX8c
1,59E+18;29/10/2022;Aneh bener https://t.co/AwhDE49idZ
1,59E+18;29/10/2022;"10.09: RT @TMCPoldaMetro : Situasi arus lalu lintas di Ruas Tol Dalam Kota (Semanggi) terpantau ramai lancar. 
#ElshintaWeekend 
https://t.co/E6Ml1UJtjw"
1,59E+18;29/10/2022;"Dahulukan selalu KA, menerobos Perlintasan Kereta yang telah memberikan isyarat untuk berhenti dapat berakibat kecelakaan.
https://t.co/ms6dlYvFId"
1,59E+18;29/10/2022;"09.44: RT @TMCPoldaMetro : Polri Sat Lantas Jakut pengamanan & pengaturan di Objek Wisata Taman Impian Jaya Ancol Jakut, untuk PGU Ancol Timur terpantau lancar.
#ElshintaWeekend 
https://t.co/PbV4NnELDQ"
1,59E+18;29/10/2022;"09.31 Polri Sat Lantas Jakut pengamanan & pengaturan di Objek Wisata Taman Impian Jaya Ancol Jakut, untuk PGU Ancol Timur terpantau lancar.
@TMCPoldaMetro https://t.co/AmWKjleL57"
1,59E+18;29/10/2022;"09.21 Situasi arus lalu lintas di Ruas Tol Dalam Kota (Semanggi) terpantau ramai lancar.
@TMCPoldaMetro https://t.co/JLamWeqDiV"
1,59E+18;29/10/2022;#Polisi #Jakarta #DKIJakarta @TMCPoldaMetro: '10.15 Situasi arus lalu lintas di Ruas Tol Jakarta-Tangerang KM 06+500 Meruya terpantau ramai lancar. ' https://t.co/cQqHIdURW4, see more https://t.co/oJIVLJEX4N
1,59E+18;29/10/2022;"#Jakarta #DKIJakarta @JakartaIDNews @SonoraFM92: '10.15 Situasi arus lalu lintas di Ruas Tol Jakarta-Tangerang KM 06+500 Meruya terpantau ramai lancar.
@TMCPoldaMetro ' https://t.co/7Zzkl1yBvd, see more https://t.co/h97n18Prav"
1,59E+18;29/10/2022;"1034: RT @TMCPoldaMetro : Situasi arus lalu lintas di Ruas Tol Jakarta-Tangerang KM 06+500 Meruya terpantau ramai lancar.
#ElshintaWeekend 
https://t.co/scmqTfpBYB"
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 10.31 Situasi arus lalu lintas di Jl Jenderal Sudirman terpantau ramai lancar. https://t.co/0916PsLmeL
1,59E+18;29/10/2022;10.31 Situasi arus lalu lintas di Jl Jenderal Sudirman terpantau ramai lancar. https://t.co/0916PsLmeL
1,59E+18;29/10/2022;"10.15 Situasi arus lalu lintas di Ruas Tol Jakarta-Tangerang KM 06+500 Meruya terpantau ramai lancar.
@TMCPoldaMetro https://t.co/atPDvv3kb4"
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 10.15 Situasi arus lalu lintas di Ruas Tol Jakarta-Tangerang KM 06+500 Meruya terpantau ramai lancar. https://t.co/miq2W…
1,59E+18;29/10/2022;10.15 Situasi arus lalu lintas di Ruas Tol Jakarta-Tangerang KM 06+500 Meruya terpantau ramai lancar. https://t.co/miq2WvmwVA
1,59E+18;29/10/2022;wkwkwkkwkw trus itu pembenaran petugas untuk merusak kendaraan ??!?!?!? @ListyoSigitP @DivHumas_Polri @TMCPoldaMetro coba jelaskan ke masyarakat awam nih itu sop penindakan ? https://t.co/i3aAYnKYYY
1,59E+18;29/10/2022;@RobbiePiero @DivHumas_Polri @TMCPoldaMetro Sindikat bang, udah banyak kejadian karena akun gojeknya dijual belikan jadi banyak kejadian gini, vermuknya juga bisa pake topeng akun @gojektech. Semoga cepet balik dananya bang ??
1,59E+18;29/10/2022;"12:05 wib lalin ruas tol PD.Aren-Serpong KM 09 arah Jakarta ada antrian kendaraan di jalur contraflow, cuaca cerah, hati hati dan jaga jarak aman berkendara. 
@TMCPoldaMetro @RadioElshinta @NusantaraInfra https://t.co/JKHy6YWiQ9"
1,59E+18;29/10/2022;Sekarang ini makin banyak kendaraan BESAR berada di lajur paling KANAN di jalan tol. @TMCPoldaMetro @NTMCLantasPolri @pupr_bpjt https://t.co/QfwZWNzx0o
1,59E+18;29/10/2022;@RadioElshinta @TMCPoldaMetro Mau tanya apakah tol cisumdawu sdh dibuka s.d cimalaka ?
1,59E+18;29/10/2022;"11.59: RT @TMCPoldaMetro : Arus lalu lintas di Jl Gatot Subroto Slipi megarah ke Semanggi terpantau ramai lancar.
#ElshintaWeekend  
https://t.co/fxyiQ4WUXQ"
1,59E+18;29/10/2022;11.39 Situasi arus lalu lintas di Jl Gatot Subroto Slipi menuju arah Semanggi terpantau ramai lancar. @TMCPoldaMetro https://t.co/levLNOsvny
1,59E+18;29/10/2022;RT @RadioElshinta: 06.30: RT @TMCPoldaMetro : Ada kebocoran pipa air di ruas arteri Jl. Gatot Subroto lajur sebelah kanan depan Kantor Paja…
1,59E+18;29/10/2022;11.39 Situasi arus lalu lintas di Jl Gatot Subroto Slipi menuju arah Semanggi terpantau ramai lancar. https://t.co/PJrDqHl3al
1,59E+18;29/10/2022;"@RadioElshinta @TMCPoldaMetro #SALEMBA PUNYA CERiTA SALEMBA BERGOYANG 

#JAKARTA BERGOYANG 

#RAJA SALEMBA 

#ANAK RAJA SALEMBA 

#KEPALA SUKU (KS)

#STER 

#KOMANDAN 

#PASUKAN TEMPUR (PASTEM)

#EKSiSTENSi DAN KONSiSTENSi UNTUK KONTRiBUSi"
1,59E+18;29/10/2022;RT @bovaxsholeh: @YoGojekYo @ahmadsahroni88 Tambahan daerah yg rawan jambret bang udh cukup banyak korban nya..  Arah orang terdeket gw jd…
1,59E+18;29/10/2022;RT @bovaxsholeh: @YoGojekYo @ahmadsahroni88 Tambahan daerah yg rawan jambret bang udh cukup banyak korban nya..  Arah orang terdeket gw jd…
1,59E+18;29/10/2022;RT @infotolbsd: 12:05 wib lalin ruas tol PD.Aren-Serpong KM 09 arah Jakarta ada antrian kendaraan di jalur contraflow, cuaca cerah, hati ha…
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 06.18 Ada kebocoran pipa air di ruas arteri Jl. Gatot Subroto lajur sebelah kanan depan Kantor Pajak arah Semanggi. Saat…
1,59E+18;29/10/2022;RT @bovaxsholeh: @YoGojekYo @ahmadsahroni88 Tambahan daerah yg rawan jambret bang udh cukup banyak korban nya..  Arah orang terdeket gw jd…
1,59E+18;29/10/2022;RT @usernamemusiapa: wkwkwkkwkw trus itu pembenaran petugas untuk merusak kendaraan ??!?!?!? @ListyoSigitP @DivHumas_Polri @TMCPoldaMetro c…
1,59E+18;29/10/2022;"29 Oktober 2022 
Motor Geber jam 1320
Portal Pesona Kalisari
@TMCPoldaMetro
@DivHumas_Polri
@NTMCLantasPolri
#MotorGeber #knalpotBising #MotorBising"
1,59E+18;29/10/2022;Demi keselamatan diri sendiri, gunakan helm saat mengendarai sepeda motor. https://t.co/2Jx9QYTTlE
1,59E+18;29/10/2022;"@SonoraFM92 @TMCPoldaMetro #SALEMBA PUNYA CERiTA SALEMBA BERGOYANG 

#JAKARTA BERGOYANG 

#RAJA SALEMBA 

#ANAK RAJA SALEMBA 

#KEPALA SUKU (KS)

#STER 

#KOMANDAN 

#PASUKAN TEMPUR (PASTEM)

#iNSiDE POWER ORGANiSASi ORANG DALEM PENJARA

#MANGGARAi.06

#E"
1,59E+18;29/10/2022;"@SonoraFM92 @TMCPoldaMetro #SALEMBA PUNYA CERiTA SALEMBA BERGOYANG 

#JAKARTA BERGOYANG 

#RAJA SALEMBA 

#ANAK RAJA SALEMBA 

#KEPALA SUKU (KS)

#STER 

#KOMANDAN 

#PASUKAN TEMPUR (PASTEM)

#iNSiDE POWER ORGANiSASi ORANG DALEM PENJARA

#MANGGARAi.06

#E"
1,59E+18;29/10/2022;"@SonoraFM92 @TMCPoldaMetro #SALEMBA PUNYA CERiTA SALEMBA BERGOYANG 

#JAKARTA BERGOYANG 

#RAJA SALEMBA 

#ANAK RAJA SALEMBA 

#KEPALA SUKU (KS)

#STER 

#KOMANDAN 

#PASUKAN TEMPUR (PASTEM)

#iNSiDE POWER ORGANiSASi ORANG DALEM PENJARA

#MANGGARAi.06

#E"
1,59E+18;29/10/2022;14.13 Situasi arus lalu lintas di Jl. Jendral Sudirman (Dukuh Atas) Jakpus menuju arah Bundaran HI terpantau padat. https://t.co/Hi571o3HF1
1,59E+18;29/10/2022;@Badboy06864860 @ListyoSigitP @jokowi @KompasTV @TMCPoldaMetro @tempodotco @voaindonesia @TW_nextmedia @geloraco @NewYorkFed @Puspen_TNI Bijimane itu ceritanya bang
1,59E+18;29/10/2022;"13.48: RT @atoxmorrison : Tol Bandara arah dalam kota sangat padat, ada truk besar masuk tol dalam kota @TMCPoldaMetro @PTJASAMARGA
#ElshintaWeekend 
https://t.co/mM9WHDPk48"
1,59E+18;29/10/2022;Tol bandara arah dalam kota sangat padat, ada truk besar masuk tol dalam kota @TMCPoldaMetro @RadioElshinta @SonoraFM92 https://t.co/CiUsWao113
1,59E+18;29/10/2022;14.24 : RT @TMCPoldaMetro : Situasi arus lalu lintas di Jl. Jendral Sudirman (Dukuh Atas) Jakpus menuju arah Bundaran HI terpantau padat. #ElshintaWeekend https://t.co/gE7BhWrxzz
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 14.13 Situasi arus lalu lintas di Jl. Jendral Sudirman (Dukuh Atas) Jakpus menuju arah Bundaran HI terpantau padat. http…
1,59E+18;29/10/2022;@Muhjaz_ @DivHumas_Polri @TMCPoldaMetro ?????tidak ngefek bong
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 14.13 Situasi arus lalu lintas di Jl. Jendral Sudirman (Dukuh Atas) Jakpus menuju arah Bundaran HI terpantau padat. http…
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 15.30 Situasi arus lalu lintas di Ruas Tol JORR KM 45+200 Cikunir menuju arah Tol Jakarta-Cikampek terpantau padat. http…
1,59E+18;29/10/2022;15.28 Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 17+000 terpantau ramai lancar. @TMCPoldaMetro https://t.co/epdLrk1yMB
1,59E+18;29/10/2022;15.30 Situasi arus lalu lintas di Ruas Tol JORR KM 45+200 Cikunir menuju arah Tol Jakarta-Cikampek terpantau padat. https://t.co/VNJcM756hV
1,59E+18;29/10/2022;@TMCPoldaMetro Aku dibawahmu pak https://t.co/pHWhpKpL63
1,59E+18;29/10/2022;15.28 Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 17+000 terpantau ramai lancar. https://t.co/wQjP6PaQiT
1,59E+18;29/10/2022;15.18 Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 12+600 terpantau padat. @TMCPoldaMetro https://t.co/DeCNVGLhsd
1,59E+18;29/10/2022;@TMCPoldaMetro @NTMCLantasPolri Ngapunten.. sebelumnya, untuk perpanjangan SIM A dan SIM C itu sebenarnya berapa sih pak/Bu..apa sesuai dengan yg di website https://t.co/mQXAg9OT46?
1,59E+18;29/10/2022;15.18 Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 12+600 terpantau padat. https://t.co/2piYcuXGGS
1,59E+18;29/10/2022;"15.05 Situasi arus lalu lintas di Traffic Light Fatmawati Jaksel terpantau ramai lancar.
@TMCPoldaMetro https://t.co/ouQDKAkprK"
1,59E+18;29/10/2022;#Polisi #Jakarta #DKIJakarta @TMCPoldaMetro: '14.13 Situasi arus lalu lintas di Jl. Jendral Sudirman (Dukuh Atas) Jakpus menuju arah Bundaran HI terpantau padat. ' https://t.co/KaeKFRPGP8, see more https://t.co/oJIVLJEX4N
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 15.05 Situasi arus lalu lintas di Traffic Light Fatmawati Jaksel terpantau ramai lancar. https://t.co/HZPnBFgUpX
1,59E+18;29/10/2022;15.05 Situasi arus lalu lintas di Traffic Light Fatmawati Jaksel terpantau ramai lancar. https://t.co/HZPnBFgUpX
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 15.18 Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 12+600 terpantau padat. https://t.co/2piYcuXGGS
1,59E+18;29/10/2022;"15.40 #Tol_Japek Bekasi Barat KM 14 - Cikunir KM 11 PADAT, ada Pekerjaan pengecatan steel box girder di lajur 4/kanan. Halim KM 01 - Cawang KM 00 PADAT, kepadatan volume lalin.
@PTJASAMARGA"
1,59E+18;29/10/2022;@TMCPoldaMetro @DishubDKI_JKT @detikcom @RadioElshinta Apakah jalir sepeda layak dibuat jika tidak dogunakan pengguna sepeda? Apa manfaatnya jalir sepeda? Sebaiknya ditinjau ulang program yg tidak bermanfaat bahkan buat penggunanya sendiri. https://t.co/L
1,59E+18;29/10/2022;@TMCPoldaMetro ..ini akibat semua lampu merah ke arah buncit raya di buat lama dan kemacatan kaya gini gak pernah di evaluasi @DishubDKI_JKT https://t.co/b5bzAliDf3
1,59E+18;29/10/2022;16.49 Situasi arus lalu lintas di Traffic Light Slipi Jakbar menuju arah Tomang terpantau ramai lancar. https://t.co/pkWJprE2MJ
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 15.18 Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 12+600 terpantau padat. https://t.co/2piYcuXGGS
1,59E+18;29/10/2022;KOTA BATAVIA https://t.co/As4W01OQr2 @Humas_DKI @DKIJakarta @TMCPoldaMetro @DishubDKI_JKT dimenit ini dah terlihat, buta-nya pengguna jalan2 di DKI & Indonesia, penyeberang di zebra-cross itu harus dpt prioritas keamanan no 1, secara internasional di akui. Di Indo terbalik.
1,59E+18;29/10/2022;WAJAH BARU BATAVIA https://t.co/As4W01xfzu @Humas_DKI @DKIJakarta @TMCPoldaMetro @DishubDKI_JKT Pak Heru terhormat, kota Batavia dah dipermak, tp tak ada kemajuan dlm disiplin lalin. Mhn tindakan tegas, utamanya mulai menit 0.40 ini. Rambu2 & penjagaan perlu diperketat. Trims.
1,59E+18;29/10/2022;"16.41: Situasi arus lalu lintas di Jl. Gelora Senayan Jakpus terpantau padat. 
via @TMCPoldaMetro
#ElshintaWeekend
https://t.co/H3vkyTqknO"
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 16.30 Situasi arus lalu lintas di Jl. Gelora Senayan Jakpus terpantau padat. https://t.co/grgNPj8CHL
1,59E+18;29/10/2022;16.30 Situasi arus lalu lintas di Jl. Gelora Senayan Jakpus terpantau padat. https://t.co/grgNPj8CHL
1,59E+18;29/10/2022;@TMCPoldaMetro Udah kerja
1,59E+18;29/10/2022;17.09 Situasi arus lalu lintas di Traffic Light Pintu 1 TMII Jaktim menuju arah Kampung Rambutan maupun arah Cilangkap terpantau ramai lancar. @TMCPoldaMetro https://t.co/MW0rQa5x3s
1,59E+18;29/10/2022;17.09 Situasi arus lalu lintas di Traffic Light Pintu 1 TMII Jaktim menuju arah Kampung Rambutan maupun arah Cilangkap terpantau ramai lancar. https://t.co/a1vIp5MHGQ
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 16.49 Situasi arus lalu lintas di Traffic Light Slipi Jakbar menuju arah Tomang terpantau ramai lancar. https://t.co/pkW…
1,59E+18;29/10/2022;"16.49 Situasi arus lalu lintas di Traffic Light Slipi Jakbar menuju arah Tomang terpantau ramai lancar.
@TMCPoldaMetro https://t.co/uJOdWhz9V4"
1,59E+18;29/10/2022;"16.30 Situasi arus lalu lintas di Jl. Gelora Senayan Jakpus terpantau padat.
@TMCPoldaMetro https://t.co/OSx6w7uLYV"
1,59E+18;29/10/2022;@TMCPoldaMetro Tolong dong itu di per empatan kuningan gatot subroto macet parah karema lampu merah di warung jati di set lama periode merah nya ...@DishubDKI_JKT @TMCPoldaMetro @gubernut
1,59E+18;29/10/2022;"16.54: RT @TMCPoldaMetro: Situasi arus lalu lintas di Traffic Light Slipi Jakbar menuju arah Tomang terpantau ramai lancar.
#ElshintaWeekend
https://t.co/Qhysuhn3IX"
1,59E+18;29/10/2022;18.08 Situasi arus lalu lintas di Traffic Light Patung Kuda Monas Jakpus terpantau ramai lancar. https://t.co/j4XkSPxa0T
1,59E+18;29/10/2022;Harusnya perlintasan kereta api di Latumenten ini dibuat jalan layang. Masa tiap hari macet Pemda @DKIJakarta @DishubDKI_JKT pak gub DKI @kurawa @RadioElshinta @TMCPoldaMetro
1,59E+18;29/10/2022;"@NegeriKolam Yak molaik lage isu2 China diangkat.
Akun ini ud semakin berbahaya n fitnah terus menerus
@CCICPolri 
@TMCPoldaMetro 
@ListyoSigitP 
@Kepolisian_RI 
@DivHumas_Polri"
1,59E+18;29/10/2022;"17.47: Situasi arus lalu lintas di Jl. Jendral Sudirman (Dukuh Atas) Jakpus menuju arah Bundaran HI terpantau padat. 
via @TMCPoldaMetro
#ElshintaWeekend
https://t.co/KzSwEwCE3A"
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 17.45 Situasi arus lalu lintas di Jl. Jendral Sudirman (Dukuh Atas) Jakpus menuju arah Bundaran HI terpantau padat. http…
1,59E+18;29/10/2022;17.45 Situasi arus lalu lintas di Jl. Jendral Sudirman (Dukuh Atas) Jakpus menuju arah Bundaran HI terpantau padat. https://t.co/IVrwKAcavJ
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 16.30 Situasi arus lalu lintas di Jl. Gelora Senayan Jakpus terpantau padat. https://t.co/grgNPj8CHL
1,59E+18;29/10/2022;"Selamat Malam.
pukul 18:44 wib ruas toll Serpong - Pondok Aren Lalu lintas lancar dikedua arah cuaca cerah,tertib berkendara utamakan keselamatan bersama.
@TMCPoldaMetro @RadioElshinta @NusantaraInfra https://t.co/oGHubPiXh3"
1,59E+18;29/10/2022;@TMCPoldaMetro Kemudian ke Tomang menuju ketoll jakarta  - Tangerang / BSD
1,59E+18;29/10/2022;18.30 Situasi arus lalu lintas di Jl. Jendral Sudirman (depan Mapolda Metro Jaya) Jaksel menuju arah Bundaran Senayan terpantau padat. https://t.co/UhoqrPn2AT
1,59E+18;29/10/2022;"29 Oktober 2022 
Motor Geber jam 1827
Portal Pesona Kalisari
@TMCPoldaMetro
@DivHumas_Polri
@NTMCLantasPolri
#MotorGeber #knalpotBising #MotorBising"
1,59E+18;29/10/2022;@TMCPoldaMetro Biasa dah lumrah hari sabtu
1,59E+18;29/10/2022;"18.14: Situasi arus lalu lintas di Traffic Light Patung Kuda Monas Jakpus terpantau ramai lancar.
via @TMCPoldaMetro
#ElshintaWeekend
https://t.co/gooVItyBEI"
1,59E+18;29/10/2022;@TMCPoldaMetro Plat nomor ditekuk ke bawah karena belum bayar pajak?
1,59E+18;29/10/2022;19.12 #Polri Sat Gatur Dit Lantas PMJ melakukan penindakan berupa peneguran kepada Pengendara Mobil yang memasuki Jalur Sepeda di Kawasan Jl. Jendral Sudirman Jakpus menuju arah Bundaran HI. https://t.co/K71g7ThgHG
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 18.55 Situasi arus lalu lintas di Kawasan Pintu 10 GBK Senayan Jakpus terpantau padat. https://t.co/VsHdJBzbJV
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 19.02 Imbas adanya Kegiatan di Istora Senayan Jakpus, Situasi arus lalu lintas di Jl. Asia Afrika Senayan Jakpus terpant…
1,59E+18;29/10/2022;19.02 Imbas adanya Kegiatan di Istora Senayan Jakpus, Situasi arus lalu lintas di Jl. Asia Afrika Senayan Jakpus terpantau padat. https://t.co/GhwDVpGGKW
1,59E+18;29/10/2022;#Polisi #Jakarta #DKIJakarta @TMCPoldaMetro: '18.08 Situasi arus lalu lintas di Traffic Light Patung Kuda Monas Jakpus terpantau ramai lancar. ' https://t.co/c4rvK6D8wc, see more https://t.co/oJIVLJEX4N
1,59E+18;29/10/2022;18.55 Situasi arus lalu lintas di Kawasan Pintu 10 GBK Senayan Jakpus terpantau padat. https://t.co/VsHdJBzbJV
1,59E+18;29/10/2022;"RT @_mrtyr_: ??PENIPUAN RENTAL MOBIL??

+62 812-4740-6889 an << MOHON TINDAKLANJUTI NOMOR PENIPU INI (jangan nunggu sampai viral dulu) @TMC…"
1,59E+18;29/10/2022;"RT @_mrtyr_: ??PENIPUAN RENTAL MOBIL??

+62 812-4740-6889 an << MOHON TINDAKLANJUTI NOMOR PENIPU INI (jangan nunggu sampai viral dulu) @TMC…"
1,59E+18;29/10/2022;"RT @_mrtyr_: ??PENIPUAN RENTAL MOBIL??

+62 812-4740-6889 an << MOHON TINDAKLANJUTI NOMOR PENIPU INI (jangan nunggu sampai viral dulu) @TMC…"
1,59E+18;29/10/2022;"RT @_mrtyr_: ??PENIPUAN RENTAL MOBIL??

+62 812-4740-6889 an << MOHON TINDAKLANJUTI NOMOR PENIPU INI (jangan nunggu sampai viral dulu) @TMC…"
1,59E+18;29/10/2022;"RT @_mrtyr_: ??PENIPUAN RENTAL MOBIL??

+62 812-4740-6889 an << MOHON TINDAKLANJUTI NOMOR PENIPU INI (jangan nunggu sampai viral dulu) @TMC…"
1,59E+18;29/10/2022;"RT @_mrtyr_: ??PENIPUAN RENTAL MOBIL??

+62 812-4740-6889 an << MOHON TINDAKLANJUTI NOMOR PENIPU INI (jangan nunggu sampai viral dulu) @TMC…"
1,59E+18;29/10/2022;"RT @_mrtyr_: ??PENIPUAN RENTAL MOBIL??

+62 812-4740-6889 an << MOHON TINDAKLANJUTI NOMOR PENIPU INI (jangan nunggu sampai viral dulu) @TMC…"
1,59E+18;29/10/2022;"RT @_mrtyr_: ??PENIPUAN RENTAL MOBIL??

+62 812-4740-6889 an << MOHON TINDAKLANJUTI NOMOR PENIPU INI (jangan nunggu sampai viral dulu) @TMC…"
1,59E+18;29/10/2022;"RT @_mrtyr_: ??PENIPUAN RENTAL MOBIL??

+62 812-4740-6889 an << MOHON TINDAKLANJUTI NOMOR PENIPU INI (jangan nunggu sampai viral dulu) @TMC…"
1,59E+18;29/10/2022;"RT @_mrtyr_: ??PENIPUAN RENTAL MOBIL??

+62 812-4740-6889 an << MOHON TINDAKLANJUTI NOMOR PENIPU INI (jangan nunggu sampai viral dulu) @TMC…"
1,59E+18;29/10/2022;"19.57: Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 10+000 menuju arah Cikarang Utama terpantau padat, Sedangkan arah Cawang terpantau lancar. 
via @TMCPoldaMetro
#ElshintaWeekend
https://t.co/P23lwRXhm1"
1,59E+18;29/10/2022;19.54 Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 10+000 menuju arah Cikarang Utama terpantau padat, Sedangkan arah Cawang terpantau lancar. https://t.co/OhZPIUcrVe
1,59E+18;29/10/2022;@VIVAcoid cc ke @TMCPoldaMetro @Poldametrojaya_
1,59E+18;29/10/2022;19.38 Situasi arus lalu lintas di Gerbang Tol Semanggi 1 menuju arah Cawang terpantau padat. https://t.co/RXUJRC0AmD
1,59E+18;29/10/2022;RT @TMCPoldaMetro: Jangan jadikan jalanan yg sepi utk ajang balap liar, karena membahayakan diri sendiri & orang lain. https://t.co/TlwtKon…
1,59E+18;29/10/2022;Jangan jadikan jalanan yg sepi utk ajang balap liar, karena membahayakan diri sendiri & orang lain. https://t.co/TlwtKon7cM
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 19.54 Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 10+000 menuju arah Cikarang Utama terpantau padat, Sedang…
1,59E+18;29/10/2022;@TMCPoldaMetro Mgkn matanya min x.roda 2 diliat roda 4
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 18.30 Situasi arus lalu lintas di Jl. Jendral Sudirman (depan Mapolda Metro Jaya) Jaksel menuju arah Bundaran Senayan te…
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 19.02 Imbas adanya Kegiatan di Istora Senayan Jakpus, Situasi arus lalu lintas di Jl. Asia Afrika Senayan Jakpus terpant…
1,59E+18;29/10/2022;@TMCPoldaMetro tolong ini di bekasi sepanjang jalan akses UNISMA BEKASI banyak “warung liar” yg dijadikan tempat nongkrong. bikin macet terutama wiken. bekingnya kuat yaa makanya tdk pernah ditindak atau razia?? @mas_triadhianto
1,59E+18;29/10/2022;21.15 Situasi arus lalu lintas Traffic Light Kebon Sirih Jakarta Pusat terpantau ramai lancar https://t.co/6v3stqFOvH
1,59E+18;29/10/2022;Kemacetan sore hari di jl. Sudirman imbas banyaknya acara di area GBK ada Ina Craft, Festival jajanan Bango @RadioElshinta @TMCPoldaMetro https://t.co/P2eKVDl0gh
1,59E+18;29/10/2022;RT @ariefrerefauzha: @vanillalatte65 @bovaxsholeh @YoGojekYo @ahmadsahroni88 @TMCPoldaMetro @PolsekKemayoran Kalo sda yg bonceng bertiga wa…
1,59E+18;29/10/2022;#Polisi #Jakarta #DKIJakarta @TMCPoldaMetro: '19.54 Situasi arus lalu lintas di Ruas Tol Jakarta-Cikampek KM 10+000 menuju arah Cikarang Utama terpantau padat, Sedangkan arah Cawang terpantau lancar. ' https://t.co/h61KRm5G47, see more https://t.co/oJIVLJEX4N
1,59E+18;29/10/2022;@bernardtan2014 @NegeriKolam @CCICPolri @TMCPoldaMetro @ListyoSigitP @Kepolisian_RI @DivHumas_Polri Yang begitu namanya bukan fitnah, melainkan pendapat.
1,59E+18;29/10/2022;RT @TMCPoldaMetro: 18.30 Situasi arus lalu lintas di Jl. Jendral Sudirman (depan Mapolda Metro Jaya) Jaksel menuju arah Bundaran Senayan te…
1,59E+18;29/10/2022;@Sutikno37920576 @NegeriKolam @CCICPolri @TMCPoldaMetro @ListyoSigitP @Kepolisian_RI @DivHumas_Polri Klo berpendapat narasinya gk menggiring opini spt itu tanpa data lsg kesimpulan
1,59E+18;29/10/2022;RT @RadioElshinta: 06.30: RT @TMCPoldaMetro : Ada kebocoran pipa air di ruas arteri Jl. Gatot Subroto lajur sebelah kanan depan Kantor Paja…
1,59E+18;29/10/2022;@TMCPoldaMetro KBP apa ya?
1,59E+18;29/10/2022;Cek kembali apakah pagar, pintu & jendela rumah sudah terkunci dengan baik sebelum beranjak istirahat malam hari ini. https://t.co/3SLDcnk3wa
1,59E+18;29/10/2022;@bernardtan2014 @NegeriKolam @CCICPolri @TMCPoldaMetro @ListyoSigitP @Kepolisian_RI @DivHumas_Polri Beda politik sama kajian ilmiah. Kajian ilmiah itu cuma satu bidang, sedangkan politik mencakup banyak bidang termasuk sesuatu yang kemungkinan nya sangat 
1,59E+18;29/10/2022;"@SonoraFM92 @TMCPoldaMetro #SALEMBA PUNYA CERiTA SALEMBA BERGOYANG 

#JAKARTA BERGOYANG 

#RAJA SALEMBA 

#ANAK RAJA SALEMBA 

#KEPALA SUKU (KS) 

#STER 

#KOMANDAN 

#PASUKAN TEMPUR (PASTEM) 

#iNSiDE POWER ORGANiSASi ORANG DALEM PENJARA 

#MANGGARAi.06"
1,59E+18;29/10/2022;@Sutikno37920576 @NegeriKolam @CCICPolri @TMCPoldaMetro @ListyoSigitP @Kepolisian_RI @DivHumas_Polri Dlm kajian ilmiah fakta wajib diungkap oleh penulis sblm kesimpulan itu baru tak terbantahkan tp klo tanpa fakta itu bisa aja imajinasi liar yg cm bertuju
